Family,Health..Life.Expectancy.,Freedom,Economy..GDP.per.Capita.,Trust..Government.Corruption.,Country_ID
1.53352355957031,0.796666502952576,0.635422587394714,1.61646318435669,0.315963834524155,1
1.55112159252167,0.792565524578094,0.626006722450256,1.48238301277161,0.40077006816864,2
1.6105740070343,0.833552122116089,0.627162635326385,1.480633020401,0.153526559472084,3
1.51691174507141,0.858131289482117,0.620070576667786,1.56497955322266,0.367007285356522,4
1.5402467250824,0.80915766954422,0.617950856685638,1.44357192516327,0.38261154294014,5
1.42893922328949,0.810696125030518,0.585384488105774,1.50394463539124,0.282661825418472,6
1.48134899139404,0.83455765247345,0.611100912094116,1.47920441627502,0.287371516227722,7
1.54819512367249,0.816759705543518,0.614062130451202,1.40570604801178,0.382816702127457,8
1.47816216945648,0.830875158309937,0.612924098968506,1.49438726902008,0.384398728609085,9
1.51004195213318,0.84388679265976,0.601607382297516,1.484414935112,0.301183730363846,10
1.37628996372223,0.83840399980545,0.405988603830338,1.37538242340088,0.0852421000599861,11
1.41640365123749,0.759509265422821,0.580131649971008,1.10970628261566,0.100106589496136,12
1.4599449634552,0.815328419208527,0.567766189575195,1.48709726333618,0.221060365438461,13
1.41992056369781,0.77428662776947,0.505740523338318,1.54625928401947,0.135638788342476,14
1.55823111534119,0.80978262424469,0.573110342025757,1.53570663928986,0.29838815331459,15
1.47252035140991,0.798950731754303,0.562511384487152,1.48792338371277,0.276731938123703,16
1.46231269836426,0.818091869354248,0.539770722389221,1.46378076076508,0.251343131065369,17
1.45758366584778,0.845089495182037,0.59662789106369,1.74194359779358,0.31883442401886,18
1.49646008014679,0.805335938930511,0.508190035820007,1.44163393974304,0.265428066253662,19
1.28402495384216,0.819479703903198,0.376895278692245,1.25278460979462,0.0822879821062088,20
1.26641023159027,0.726798236370087,0.60834527015686,1.62634336948395,0.324489563703537,21
1.43130600452423,0.616552352905273,0.437453746795654,1.10735321044922,0.111092761158943,22
1.43388521671295,0.754444003105164,0.490946173667908,1.35268235206604,0.0368729270994663,23
1.44045114517212,0.695137083530426,0.494519203901291,1.18529546260834,0.059739887714386,24
1.210862159729,0.709978997707367,0.412730008363724,1.15318381786346,0.132774114608765,25
1.35381436347961,0.949492394924164,0.549840569496155,1.69227766990662,0.46430778503418,26
1.48841166496277,0.821944236755371,0.588767051696777,1.34327983856201,0.153066068887711,27
1.41222786903381,0.719216823577881,0.57939225435257,1.21755969524384,0.178061872720718,28
1.25558519363403,0.540239989757538,0.531310617923737,0.872001945972443,0.0772232785820961,29
1.37319254875183,0.706156134605408,0.550026834011078,1.23374843597412,0.070983923971653,30
1.38777685165405,0.844465851783752,0.470222115516663,1.43092346191406,0.172502428293228,31
1.42579245567322,0.647239029407501,0.580200731754303,1.12786877155304,0.0316127352416515,32
1.38456535339355,0.793984234333038,0.361466586589813,1.43362653255463,0.0638292357325554,33
1.53209090232849,0.888960599899292,0.408781230449677,1.38439786434174,0.0709140971302986,34
1.27429687976837,0.710098087787628,0.604130983352661,1.87076568603516,0.439299255609512,35
1.4021829366684,0.595027923583984,0.477487415075302,1.07062232494354,0.0466687418520451,36
1.28667759895325,0.590148329734802,0.449750572443008,1.53062355518341,0.27343225479126,37
1.3802285194397,0.519983291625977,0.518630743026733,1.36135590076447,0.0089648161083459,38
1.25969874858856,0.632105708122253,0.496337592601776,1.63295245170593,0.215159550309181,39
1.50505924224854,0.712732911109924,0.295817464590073,1.32539355754852,0.0242108516395092,40
1.32311046123505,0.653133034706116,0.536746919155121,1.48841226100922,0.257042169570923,41
1.28464603424072,0.618784427642822,0.402264982461929,1.29121541976929,0.0656007081270218,42
1.28721570968628,0.653095960617065,0.447551846504211,0.737299203872681,0.130687981843948,43
1.28616881370544,0.685636222362518,0.4551981985569,1.00082039833069,0.140134647488594,44
1.18212509155273,0.596018552780151,0.432452529668808,0.909784495830536,0.0899809598922729,45
1.44571197032928,0.699475347995758,0.520342111587524,1.29178786277771,0.0593078061938286,46
1.54896914958954,0.498272627592087,0.658248662948608,0.786441087722778,0.246528223156929,47
1.44492328166962,0.853144347667694,0.256450712680817,1.39506661891937,0.0280280914157629,48
1.46928238868713,0.547349333763123,0.373783111572266,1.28177809715271,0.0329628810286522,49
1.08141779899597,0.450191766023636,0.547509372234344,0.907975316047668,0.0965810716152191,50
1.43633782863617,0.913475871086121,0.505625545978546,1.41691517829895,0.163760736584663,51
1.47351610660553,0.62894994020462,0.234231784939766,1.31458234786987,0.0118656428530812,52
1.1462174654007,0.617584645748138,0.233335807919502,1.09186446666718,0.146096110343933,53
1.40471494197845,0.638566970825195,0.325707912445068,1.26074862480164,0.0738427266478539,54
1.12827444076538,0.900214076042175,0.257921665906906,1.40167844295502,0.0632826685905457,55
1.25182557106018,0.589465200901031,0.240729048848152,0.728870630264282,0.0100912861526012,56
1.15009129047394,0.685158312320709,0.457003742456436,1.21768391132355,0.00438790069893,57
1.22761905193329,0.473630249500275,0.558732926845551,0.833756566047668,0.0604777261614799,58
1.49314916133881,0.437726080417633,0.41827192902565,1.13077676296234,0.259270340204239,59
1.38436901569366,0.606041550636292,0.437454283237457,1.28455626964569,0.119282886385918,60
1.18630337715149,0.834647238254547,0.471203625202179,1.3469113111496,0.155353352427483,61
1.45251882076263,0.790828227996826,0.572575807571411,1.3412059545517,0.0451289787888527,62
1.21877038478851,0.630166113376617,0.450002878904343,1.03522527217865,0.0470490865409374,63
1.20956099033356,0.638007462024689,0.491247326135635,1.18939554691315,0.0421815551817417,64
1.13136327266693,0.84471470117569,0.355111539363861,1.35593807697296,0.0412379764020443,65
1.47667109966278,0.695168316364288,0.479131430387497,1.32087934017181,0.183248922228813,66
1.44494521617889,0.637714266777039,0.295400261878967,1.15655755996704,0.156313821673393,67
1.35756433010101,0.520169019699097,0.465733230113983,1.10180306434631,0.0926102101802826,68
1.33775317668915,0.637605607509613,0.300740599632263,1.19827437400818,0.0996715798974037,69
1.50728487968445,0.579250693321228,0.473507791757584,0.932537317276001,0.091065913438797,70
